query,label,optimization_success,ues_bounds,ues_final_bound,optimization_time,ues_join_path
"SELECT COUNT(*) FROM movie_info_idx AS miidx JOIN info_type AS it ON it.id = miidx.info_type_id AND it.info = 'rating' JOIN title AS t ON miidx.movie_id = t.id AND t.title <> '' AND (t.title LIKE 'Champion%' OR t.title LIKE 'Loser%') JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mc.company_type_id AS mc_company_type_id, mc.movie_id AS mc_movie_id, mc.company_id AS mc_company_id, cn.id AS cn_id, ct.id AS ct_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON cn_ct_mc.mc_movie_id = t.id AND miidx.movie_id = cn_ct_mc.mc_movie_id JOIN (SELECT mi.movie_id AS mi_movie_id, mi.info_type_id AS mi_info_type_id, it2.id AS it2_id FROM movie_info AS mi JOIN info_type AS it2 ON it2.id = mi.info_type_id AND it2.info = 'release dates') AS it2_mi ON it2_mi.mi_movie_id = t.id AND it2_mi.mi_movie_id = miidx.movie_id AND it2_mi.mi_movie_id = cn_ct_mc.mc_movie_id",13c,True,"[{""join"": [""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 1880, ""input_bounds"": []}, {""join"": [""company_type AS ct"", ""movie_companies AS mc""], ""bound"": 4958296, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 283880, ""input_bounds"": [4958296, 1880]}, {""join"": [""info_type AS it2"", ""movie_info AS mi""], ""bound"": 24988010, ""input_bounds"": []}, {""join"": [""info_type AS it2"", ""movie_info AS mi"", ""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 850788360, ""input_bounds"": [24988010, 283880]}]",850788360,0.267859,miidx it t kt (mc ct cn) (mi it2)
"SELECT COUNT(*) FROM movie_info_idx AS miidx JOIN info_type AS it ON it.id = miidx.info_type_id AND it.info = 'rating' JOIN title AS t ON miidx.movie_id = t.id JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mc.company_type_id AS mc_company_type_id, mc.movie_id AS mc_movie_id, mc.company_id AS mc_company_id, cn.id AS cn_id, ct.id AS ct_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON cn_ct_mc.mc_movie_id = t.id AND miidx.movie_id = cn_ct_mc.mc_movie_id JOIN (SELECT mi.movie_id AS mi_movie_id, mi.info_type_id AS mi_info_type_id, it2.id AS it2_id FROM movie_info AS mi JOIN info_type AS it2 ON it2.id = mi.info_type_id AND it2.info = 'release dates') AS it2_mi ON it2_mi.mi_movie_id = t.id AND it2_mi.mi_movie_id = miidx.movie_id AND it2_mi.mi_movie_id = cn_ct_mc.mc_movie_id",13d,True,"[{""join"": [""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 789155, ""input_bounds"": []}, {""join"": [""company_type AS ct"", ""movie_companies AS mc""], ""bound"": 4958296, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 11637872, ""input_bounds"": [4958296, 789155]}, {""join"": [""info_type AS it2"", ""movie_info AS mi""], ""bound"": 24988010, ""input_bounds"": []}, {""join"": [""info_type AS it2"", ""movie_info AS mi"", ""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 3281626828, ""input_bounds"": [24988010, 11637872]}]",3281626828,0.009458,miidx it t kt (mc ct cn) (mi it2)
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2010 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mi_idx.info_type_id AS mi_idx_info_type_id, mi_idx.movie_id AS mi_idx_movie_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info < '8.5') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mk.movie_id = it2_mi_idx.mi_idx_movie_id JOIN movie_info AS mi ON t.id = mi.movie_id AND mk.movie_id = mi.movie_id AND mi.movie_id = it2_mi_idx.mi_idx_movie_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American') JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries'",14a,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 264846, ""input_bounds"": []}, {""join"": [""info_type AS it2"", ""movie_info_idx AS mi_idx""], ""bound"": 2233493, ""input_bounds"": []}, {""join"": [""info_type AS it2"", ""movie_info_idx AS mi_idx"", ""kind_type AS kt"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 1059384, ""input_bounds"": [2233493, 264846]}, {""join"": [""info_type AS it1"", ""movie_info AS mi"", ""info_type AS it2"", ""movie_info_idx AS mi_idx"", ""kind_type AS kt"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 3174973848, ""input_bounds"": [1136348, 1059384]}]",3174973848,0.15333,mk k t kt (mi_idx it2) mi it1
"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info > '6.0' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 2010 AND (t.title LIKE '%murder%' OR t.title LIKE '%Murder%' OR t.title LIKE '%Mord%') JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT k.id AS k_id, mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'murder-in-title')) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mi_idx.movie_id JOIN movie_info AS mi ON t.id = mi.movie_id AND k_mk.mk_movie_id = mi.movie_id AND mi.movie_id = mi_idx.movie_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American') JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries'",14b,True,"[{""join"": [""info_type AS it2"", ""movie_info_idx AS mi_idx""], ""bound"": 12316, ""input_bounds"": []}, {""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 7480087, ""input_bounds"": []}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it2"", ""movie_info_idx AS mi_idx""], ""bound"": 353128, ""input_bounds"": [7480087, 12316]}, {""join"": [""info_type AS it1"", ""movie_info AS mi"", ""keyword AS k"", ""movie_keyword AS mk"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it2"", ""movie_info_idx AS mi_idx""], ""bound"": 1058324616, ""input_bounds"": [1136348, 353128]}]",1058324616,0.408249,mi_idx it2 t kt (mk k) mi it1
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IS NOT NULL AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2005 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie', 'episode') JOIN (SELECT mi_idx.info_type_id AS mi_idx_info_type_id, mi_idx.movie_id AS mi_idx_movie_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info < '8.5') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mk.movie_id = it2_mi_idx.mi_idx_movie_id JOIN movie_info AS mi ON t.id = mi.movie_id AND mk.movie_id = mi.movie_id AND mi.movie_id = it2_mi_idx.mi_idx_movie_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Danish', 'Norwegian', 'German', 'USA', 'American') JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries'",14c,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 264846, ""input_bounds"": []}, {""join"": [""info_type AS it2"", ""movie_info_idx AS mi_idx""], ""bound"": 2233493, ""input_bounds"": []}, {""join"": [""info_type AS it2"", ""movie_info_idx AS mi_idx"", ""kind_type AS kt"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 1059384, ""input_bounds"": [2233493, 264846]}, {""join"": [""info_type AS it1"", ""movie_info AS mi"", ""info_type AS it2"", ""movie_info_idx AS mi_idx"", ""kind_type AS kt"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 3174973848, ""input_bounds"": [1148909, 1059384]}]",3174973848,1.156101,mk k t kt (mi_idx it2) mi it1
SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' AND mi.info LIKE 'USA:% 200%' JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 2000 JOIN aka_title AS at ON t.id = at.movie_id AND mi.movie_id = at.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mi.movie_id = mc.movie_id AND mc.movie_id = at.movie_id AND mc.note LIKE '%(200%)%' AND mc.note LIKE '%(worldwide)%' JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi.movie_id AND mk.movie_id = mc.movie_id AND mk.movie_id = at.movie_id JOIN keyword AS k ON k.id = mk.keyword_id,15a,True,"[{""join"": [""info_type AS it1"", ""movie_info AS mi""], ""bound"": 3692, ""input_bounds"": []}, {""join"": [""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 173524, ""input_bounds"": [528268, 3692]}, {""join"": [""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 26202124, ""input_bounds"": [73927, 173524]}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 25573273024, ""input_bounds"": [7480087, 26202124]}]",25573273024,0.958041,mi it1 t at mc ct cn mk k
"SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' AND mi.info LIKE 'USA:% 200%' JOIN title AS t ON t.id = mi.movie_id AND t.production_year BETWEEN 2005 AND 2010 JOIN aka_title AS at ON t.id = at.movie_id AND mi.movie_id = at.movie_id JOIN (SELECT mc.company_id AS mc_company_id, mc.movie_id AS mc_movie_id, mc.company_type_id AS mc_company_type_id, cn.id AS cn_id, ct.id AS ct_id FROM movie_companies AS mc JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' AND cn.name = 'YouTube' AND mc.note LIKE '%(200%)%' AND mc.note LIKE '%(worldwide)%' JOIN company_type AS ct ON ct.id = mc.company_type_id) AS cn_ct_mc ON t.id = cn_ct_mc.mc_movie_id AND mi.movie_id = cn_ct_mc.mc_movie_id AND cn_ct_mc.mc_movie_id = at.movie_id JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi.movie_id AND mk.movie_id = cn_ct_mc.mc_movie_id AND mk.movie_id = at.movie_id JOIN keyword AS k ON k.id = mk.keyword_id",15b,True,"[{""join"": [""info_type AS it1"", ""movie_info AS mi""], ""bound"": 3692, ""input_bounds"": []}, {""join"": [""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 173524, ""input_bounds"": [528268, 3692]}, {""join"": [""company_name AS cn"", ""movie_companies AS mc""], ""bound"": 73927, ""input_bounds"": []}, {""join"": [""company_type AS ct"", ""company_name AS cn"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 26202124, ""input_bounds"": [73927, 173524]}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""company_type AS ct"", ""company_name AS cn"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 25573273024, ""input_bounds"": [7480087, 26202124]}]",25573273024,0.026056,mi it1 t at (mc cn ct) mk k
SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' AND mi.info IS NOT NULL AND (mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:% 200%') JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 1990 JOIN aka_title AS at ON t.id = at.movie_id AND mi.movie_id = at.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mi.movie_id = mc.movie_id AND mc.movie_id = at.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi.movie_id AND mk.movie_id = mc.movie_id AND mk.movie_id = at.movie_id JOIN keyword AS k ON k.id = mk.keyword_id,15c,True,"[{""join"": [""info_type AS it1"", ""movie_info AS mi""], ""bound"": 3733, ""input_bounds"": []}, {""join"": [""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 175451, ""input_bounds"": [528268, 3733]}, {""join"": [""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 26493101, ""input_bounds"": [4958296, 175451]}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 25857266576, ""input_bounds"": [7480087, 26493101]}]",25857266576,0.813308,mi it1 t at mc ct cn mk k
SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 1990 JOIN aka_title AS at ON t.id = at.movie_id AND mi.movie_id = at.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mi.movie_id = mc.movie_id AND mc.movie_id = at.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi.movie_id AND mk.movie_id = mc.movie_id AND mk.movie_id = at.movie_id JOIN keyword AS k ON k.id = mk.keyword_id,15d,True,"[{""join"": [""info_type AS it1"", ""movie_info AS mi""], ""bound"": 81934, ""input_bounds"": []}, {""join"": [""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 3850898, ""input_bounds"": [528268, 81934]}, {""join"": [""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 581485598, ""input_bounds"": [4958296, 3850898]}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 567529943648, ""input_bounds"": [7480087, 581485598]}]",567529943648,0.7591,mi it1 t at mc ct cn mk k
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id AND t.episode_nr >= 50 AND t.episode_nr < 100 JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id,16a,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 88282, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 13330582, ""input_bounds"": [4958296, 88282]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 23221873844, ""input_bounds"": [63475827, 13330582]}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 1973859276740, ""input_bounds"": [1312273, 23221873844]}]",1973859276740,0.187913,mk k t mc cn ci n an
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id,16b,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 88282, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 13330582, ""input_bounds"": [4958296, 88282]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 23221873844, ""input_bounds"": [63475827, 13330582]}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 1973859276740, ""input_bounds"": [1312273, 23221873844]}]",1973859276740,0.005719,mk k t mc cn ci n an
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id AND t.episode_nr < 100 JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id,16c,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 88282, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 13330582, ""input_bounds"": [4958296, 88282]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 23221873844, ""input_bounds"": [63475827, 13330582]}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 1973859276740, ""input_bounds"": [1312273, 23221873844]}]",1973859276740,0.195604,mk k t mc cn ci n an
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id AND t.episode_nr >= 5 AND t.episode_nr < 100 JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id,16d,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 88282, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 13330582, ""input_bounds"": [4958296, 88282]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 23221873844, ""input_bounds"": [63475827, 13330582]}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 1973859276740, ""input_bounds"": [1312273, 23221873844]}]",1973859276740,0.198109,mk k t mc cn ci n an
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE 'B%',17a,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 88282, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 13330582, ""input_bounds"": [4958296, 88282]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 23221873844, ""input_bounds"": [63475827, 13330582]}]",23221873844,0.22273,mk k t mc cn ci n
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE 'Z%',17b,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 88282, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 13330582, ""input_bounds"": [4958296, 88282]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 23221873844, ""input_bounds"": [63475827, 13330582]}]",23221873844,0.219057,mk k t mc cn ci n
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE 'X%',17c,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 88282, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 13330582, ""input_bounds"": [4958296, 88282]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 23221873844, ""input_bounds"": [63475827, 13330582]}]",23221873844,0.217909,mk k t mc cn ci n
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE '%Bert%',17d,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 88282, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 13330582, ""input_bounds"": [4958296, 88282]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 23221873844, ""input_bounds"": [63475827, 13330582]}]",23221873844,0.274893,mk k t mc cn ci n
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id,17e,True,"[{""join"": [""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 88282, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 13330582, ""input_bounds"": [4958296, 88282]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 23221873844, ""input_bounds"": [63475827, 13330582]}]",23221873844,0.004514,mk k t mc cn ci n
